sentence,label
"nicole holofcener 's lovely and amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style .",Positive
robin williams departs from his fun friendly demeanor in exchange for a darker unnerving role .,Negative
"we just do n't really care too much about this love story . in that setting , their struggle is simply too ludicrous and borderline insulting .",Negative
a frustrating yet deeply watchable melodrama that makes you think it 's a tougher picture than it is .,Positive
"it 's a movie that ends with truckzilla , for cryin ' out loud . if that does n't clue you in that something 's horribly wrong , nothing will .",Negative
"one of those energetic surprises , an original that pleases almost everyone who sees it .",Positive
plays like a glossy melodrama that occasionally verges on camp .,Negative
could as easily have been called 'under siege 3 : in alcatraz ' . . . a cinematic corpse that never springs to life .,Negative
"tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother .",Positive
"there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",Negative
"if you can push on through the slow spots , you 'll be rewarded with some fine acting .",Positive
sewer rats could watch this movie and be so skeeved out that they 'd need a shower .,Negative
the sinister inspiration that fuelled devito 's early work is confused in death to smoochy into something both ugly and mindless .,Negative
i cry for i spy -- or i would if this latest and laziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind .,Negative
"the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun toward the end , you can feel your veins cringing from the workout .",Negative
"last orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced . it 's affecting , amusing , sad and reflective .",Positive
"nonchalantly freaky and uncommonly pleasurable , warm water may well be the year 's best and most unpredictable comedy .",Positive
. . . a well-observed and disturbing little movie,Positive
i 'm sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment .,Negative
nothing more than a stifling morality tale dressed up in peekaboo clothing .,Negative
farrell . . . thankfully manages to outshine the role and successfully plays the foil to willis 's world-weary colonel .,Positive
the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers .,Positive
this story of a determined woman 's courage to find her husband in a war zone offers winning performances and some effecting moments .,Positive
a life-size reenactment of those jack chick cartoon tracts that always ended with some hippie getting tossed into the lake of fire .,Positive
"by the miserable standards to which the slasher genre has sunk , . . . actually pretty good . of course , by more objective measurements it 's still quite bad .",Negative
i 'd watch these two together again in a new york minute .,Positive
the thrill is ( long ) gone .,Negative
"as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms . vardalos ' memories and insights .",Positive
"`` the time machine `` is a movie that has no interest in itself . it does n't believe in itself , it has no sense of humorM-^Eit 's just plain bored .",Negative
"a dim-witted and lazy spin-off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring .",Negative
seldom has a movie so closely matched the spirit of a man and his work .,Positive
"that is essentially what 's missing from blackboards -- the sense of something bigger , some ultimate point .",Negative
"a muckraking job , the cinematic equivalent of a legal indictment , and a fairly effective one at that .",Positive
it all adds up to good fun .,Positive
a good thriller .,Positive
"directors john musker and ron clements , the team behind the little mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",Negative
feral and uncomfortable .,Positive
robinson 's web of suspense matches the page-turning frenzy that clancy creates .,Positive
"audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant .",Positive
strangely comes off as a kingdom more mild than wild .,Negative
"while scorsese 's bold images and generally smart casting ensure that `` gangs `` is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about .",Positive
"imagine ( if possible ) a pasolini film without passion or politics , or an almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching o fantasma .",Negative
exhilarating but blatantly biased .,Positive
"a weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern l . a . 's show-biz and media subcultures . but it does n't leave you with much .",Negative
"this slow-moving swedish film offers not even a hint of joy , preferring to focus on the humiliation of martin as he defecates in bed and urinates on the plants at his own birthday party .",Negative
too simple for its own good .,Negative
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth .,Negative
"feels slight , as if it were an extended short , albeit one made by the smartest kids in class .",Negative
"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",Positive
"for a film that celebrates radical , nonconformist values , what to do in case of fire ? lazily and glumly settles into a most traditional , reserved kind of filmmaking .",Negative
nearly all the fundamentals you take for granted in most films are mishandled here .,Negative
"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and i do n't think that a . c . will help this movie one bit .",Positive
[ allen 's ] best works understand why snobbery is a better satiric target than middle-america diversions could ever be .,Negative
stay clear of reminding yourself that it 's a `` true story `` and you 're likely to have one helluva time at the movies .,Positive
"[ there 's ] quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin .",Positive
"bartlett 's hero remains a reactive cipher , when opening the man 's head and heart is the only imaginable reason for the film to be made .",Negative
"the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low .",Negative
an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,Positive
"`` men in black ii , `` has all the earmarks of a sequel . the story is less vibrant , the jokes are a little lukewarm , but will anyone really care ?",Negative
"wilco fans will have a great time , and the movie should win the band a few new converts , too .",Positive
"an enthralling , playful film that constantly frustrates our desire to know the 'truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",Positive
"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .",Positive
"a smart , provocative drama that does the nearly impossible : it gets under the skin of a man we only know as an evil , monstrous lunatic .",Positive
"in addition to hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday .",Positive
bravo reveals the true intent of her film by carefully selecting interview subjects who will construct a portrait of castro so predominantly charitable it can only be seen as propaganda .,Negative
what could and should have been biting and droll is instead a tepid waste of time and talent .,Negative
"all in all , a great party .",Positive
"if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate .",Negative
like the chelsea 's denizens . . . burdette 's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste .,Negative
"an uncomfortable experience , but one as brave and challenging as you could possibly expect these days from american cinema .",Positive
there 's a reason why halftime is only fifteen minutes long .,Negative
serving sara does n't serve up a whole lot of laughs .,Negative
"the comic performances are all spot on , especially lee ross 's turn as ken .",Positive
"anemic , pretentious .",Negative
"rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding .",Positive
"satin rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity .",Positive
go see it and enjoy .,Positive
the exclamation point seems to be the only bit of glee you 'll find in this dreary mess .,Negative
"some fine acting , but ultimately a movie with no reason for being .",Negative
i have n't seen such self-amused trash since freddy got fingered .,Negative
the pace and the visuals are so hyped up that a curious sense of menace informs everything .,Negative
those who do n't entirely 'get ' godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .,Positive
"when a movie has stuck around for this long , you know there 's something there . it 's that good .",Positive
"majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",Positive
"by the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around .",Negative
"a witty , whimsical feature debut .",Positive
watching spirited away is like watching an eastern imagination explode .,Positive
"the camera whirls ! the camera twirls ! oh , look at that clever angle ! wow , a jump cut !",Negative
"this nickleby thing might have more homosexual undertones than an eddie murphy film . and just when you think it ca n't get any more gay , in pops nathan lane .",Positive
"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if `` gory mayhem `` is your idea of a good time .",Positive
visually sumptuous but intellectually stultifying .,Negative
"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination .",Negative
"if cinema had been around to capture the chaos of france in the 1790 's , one imagines the result would look like something like this .",Positive
a puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .,Negative
. . . quite good at providing some good old fashioned spooks .,Positive
"in his determination to lighten the heavy subject matter , silberling also , to a certain extent , trivializes the movie with too many nervous gags and pratfalls .",Negative
"based on dave barry 's popular book of the same name , the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story .",Positive
"both flawed and delayed , martin scorcese 's gangs of new york still emerges as his most vital work since goodfellas .",Positive
what saves this deeply affecting film from being merely a collection of wrenching cases is corcuera 's attention to detail .,Positive
"the story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive .",Negative
"it will grip even viewers who are n't interested in rap , as it cuts to the heart of american society in an unnerving way .",Positive
"a typically observant , carefully nuanced and intimate french coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it .",Positive
"frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him .",Positive
"in the disturbingly involving family dysfunctional drama how i killed my father , french director anne fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition",Positive
the universal theme of becoming a better person through love has never been filmed more irresistibly than in 'baran . ',Positive
"the journey is worth your time , especially if you have ellen pompeo sitting next to you for the ride .",Positive
"these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or entertaining .",Negative
. . . fifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of inflated nonsense .,Negative
"without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions .",Positive
just about the surest bet for an all-around good time at the movies this summer .,Positive
"secretary `` is owned by its costars , spader and gyllenhaal . maggie g . makes an amazing breakthrough in her first starring role and eats up the screen .",Positive
needed a little less bling-bling and a lot more romance .,Negative
"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes",Negative
arguably the year 's silliest and most incoherent movie .,Negative
`` its successes are also tempered with elements which prove the direct antithesis of what it gets right . ``,Positive
there is greatness here .,Positive
"mr . deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy .",Positive
". . . the good and different idea [ of middle-aged romance ] is not handled well and , except for the fine star performances , there is little else to recommend `` never again . ``",Negative
an already thin story boils down to surviving invaders seeking an existent anti-virus . if only there were one for this kind of movie .,Negative
"cold , sterile and lacking any color or warmth .",Negative
"the film delivers what it promises : a look at the `` wild ride `` that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans .",Positive
a quiet family drama with a little bit of romance and a dose of darkness .,Positive
it 's like an all-star salute to disney 's cheesy commercialism .,Negative
it 's a 100-year old mystery that is constantly being interrupted by elizabeth hurley in a bathing suit .,Negative
"rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle",Positive
"it 's a deeply serious movie that cares passionately about its subject , but too often becomes ponderous in its teaching of history , or lost in the intricate connections and multiple timelines of its story .",Negative
dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,Negative
"it may not be a huge cut of above the rest , but i enjoyed barbershop . it 's a funny little movie with clever dialogue and likeable characters .",Positive
a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .,Positive
"director todd solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates .",Positive
"there 's an admirable rigor to jimmy 's relentless anger , and to the script 's refusal of a happy ending , but as those monologues stretch on and on , you realize there 's no place for this story to go but down .",Negative
a cautionary tale about the folly of superficiality that is itself endlessly superficial .,Negative
"sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it 's geared toward an audience full of masters of both .",Negative
"the thing about guys like evans is this : you 're never quite sure where self-promotion ends and the truth begins . but as you watch the movie , you 're too interested to care .",Positive
one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie .,Positive
"though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed .",Positive
crikey indeed .,Negative
"even if invincible is not quite the career peak that the pianist is for roman polanski , it demonstrates that werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken .",Positive
"what 's next ? rob schneider , dana carvey and sarah michelle gellar in the philadelphia story ? david spade as citizen kane ?",Negative
what 's next ? the porky 's revenge : ultimate edition ?,Negative
been there done that .,Negative
both the crime story and the love story are unusual . but they do n't fit well together and neither is well told .,Negative
"like coming into a long-running , well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .",Negative
"the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack .",Negative
"rehearsals are frequently more fascinating than the results . last dance , whatever its flaws , fulfills one facet of its mission in making me want to find out whether , in this case , that 's true .",Positive
"this heist flick about young brooklyn hoods is off the shelf after two years to capitalize on the popularity of vin diesel , seth green and barry pepper . it should have stayed there .",Negative
"a mostly intelligent , engrossing and psychologically resonant suspenser .",Positive
"not always too whimsical for its own good ( but enough to do harm ) , this strange hybrid of crime thriller , quirky character study , third-rate romance and female empowerment fantasy never really finds the tonal or thematic glue it needs .",Negative
a film of precious increments artfully camouflaged as everyday activities .,Positive
"i 've never bought from telemarketers , but i bought this movie .",Positive
"this is as respectful a film as byatt fans could hope for , though lovers of the book may wonder why it 's necessary .",Positive
looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .,Negative
may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists .,Negative
lazily directed by charles stone iii . . . from a leaden script by matthew cirulnick and novelist thulani davis .,Negative
"bread , my sweet has so many flaws it would be easy for critics to shred it . it may even fall into the category of films you love to hate . i admit it , i hate to like it .",Negative
"halloween : resurrection is n't exactly quality cinema , but it is n't nearly as terrible as it cold have been .",Positive
both a successful adaptation and an enjoyable film in its own right .,Positive
"an uncomfortable movie , suffocating and sometimes almost senseless , the grey zone does have a center , though a morbid one .",Positive
"contrived , maudlin and cliche-ridden . . . if this sappy script was the best the contest received , those rejected must have been astronomically bad .",Negative
"jam-packed with literally bruising jokes . every five minutes or so , someone gets clocked .",Negative
"what time is it there ? is not easy . it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it .",Positive
"while american adobo has its heart ( and its palate ) in the right place , its brain is a little scattered -- ditsy , even .",Negative
. . . salaciously simplistic .,Negative
"even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man .",Positive
"it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped M-^Qem together here .",Negative
only in its final surprising shots does rabbit-proof fence find the authority it 's looking for .,Negative
cho 's timing is priceless .,Positive
as we have come to learn -- as many times as we have fingers to count on -- jason is a killer who does n't know the meaning of the word 'quit . ' the filmmakers might want to look it up .,Negative
"a soggy , shapeless mess . . . just a dumb excuse for a waterlogged equivalent of a haunted-house movie .",Negative
"the sentimental script has problems , but the actors pick up the slack .",Positive
"despite all the closed-door hanky-panky , the film is essentially juiceless .",Negative
"definitely in the guilty pleasure b-movie category , reign of fire is so incredibly inane that it is laughingly enjoyable .",Negative
"parker probably thinks he 's shaking up a classic the way kenneth branagh and baz luhrmann have , but this half-hearted messing-about just makes us miss wilde 's still-contemporary play .",Negative
"on its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny .",Positive
"it 's pretty linear and only makeup-deep , but bogdanovich ties it together with efficiency and an affection for the period .",Positive
"it takes a certain kind of horror movie to qualify as 'worse than expected , ' but ghost ship somehow manages to do exactly that .",Negative
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 't is .",Positive
steers turns in a snappy screenplay that curls at the edges ; it 's so clever you want to hate it . but he somehow pulls it off .,Positive
vividly conveys the shadow side of the 30-year friendship between two english women .,Positive
the story drifts so inexorably into cliches about tortured ( and torturing ) artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods on .,Negative
playing a role of almost bergmanesque intensity . . . bisset is both convincing and radiant .,Positive
"terminally bland , painfully slow and needlessly confusing . . . the movie , shot on digital videotape rather than film , is frequently indecipherable .",Negative
you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .,Negative
"like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it 's one tough rock .",Positive
plays like the old disease-of-the-week small-screen melodramas .,Negative
"personal velocity has a no-frills docu-dogma plainness , yet miller lingers on invisible , nearly psychic nuances , leaping into digressions of memory and desire . she boxes these women 's souls right open for us .",Positive
"it 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid-'90s .",Negative
light years/ several warp speeds/ levels and levels of dilithium crystals better than the pitiful insurrection . which is n't to say that it 's the equal of some of its predecessors .,Positive
an opportunity missed .,Negative
"as played by ryan gosling , danny is a frighteningly fascinating contradiction .",Positive
a remarkably insightful look at the backstage angst of the stand-up comic .,Positive
"often gruelling and heartbreaking to witness , but seldahl and wollter 's sterling performances raise this far above the level of the usual maudlin disease movie .",Positive
the project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting .,Negative
a sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title would imply .,Negative
despite modest aspirations its occasional charms are not to be dismissed .,Positive
"tadpole is emblematic of the witless ageism afflicting films : young is cool , and too young is too cool .",Negative
a wonderful character-based comedy .,Positive
an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .,Negative
"the principals in this cast are all fine , but bishop and stevenson are standouts .",Positive
it is quite a vision .,Positive
the best film of the year 2002 .,Positive
"while not as aggressively impressive as its american counterpart , `` in the bedroom , `` moretti 's film makes its own , quieter observations",Positive
a portrait of an artist .,Positive
japan 's premier stylist of sex and blood hits audiences with what may be his most demented film to date .,Positive
"a blessed gift to film geeks and historians . if the '70 's were your idea of a good time at the movies , this will make you very happy .",Positive
"executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond .",Positive
"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women .",Positive
"astonishing is n't the word -- neither is incompetent , incoherent or just plain crap . indeed , none of these words really gets at the very special type of badness that is deuces wild .",Negative
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",Positive
a straight-shooting family film which awards animals the respect they 've rarely been given .,Positive
"an enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .",Positive
it 's a bad thing when a movie has about as much substance as its end credits blooper reel .,Negative
"like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again .",Negative
"you have once again entered the bizarre realm where director adrian lyne holds sway , where all relationships are simultaneously broadly metaphorical , oddly abstract , and excruciatingly literal .",Negative
"although what time offers tsai 's usual style and themes , it has a more colorful , more playful tone than his other films .",Positive
"an intelligent , multi-layered and profoundly humanist ( not to mention gently political ) meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .",Positive
"armed with a game supporting cast , from the pitch-perfect forster to the always hilarious meara and levy , like mike shoots and scores , doing its namesake proud .",Positive
there is more than one joke about putting the toilet seat down . and that should tell you everything you need to know about all the queen 's men .,Negative
"quite frankly , i ca n't see why any actor of talent would ever work in a mcculloch production again if they looked at how this movie turned out .",Negative
we may never think of band camp as a geeky or nerdy thing again .,Negative
"for all its violence , the movie is remarkably dull with only caine making much of an impression .",Negative
sleek and arty .,Positive
". . . tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope .",Positive
'a ' for creativity but comes across more as a sketch for a full-length comedy .,Negative
"this is n't exactly profound cinema , but it 's good-natured and sometimes quite funny .",Positive
hoffman 's performance is authentic to the core of his being .,Positive
"like the best of godard 's movies . . . it is visually ravishing , penetrating , impenetrable .",Positive
". . . plenty of warmth to go around , with music and laughter and the love of family .",Positive
"a simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .",Positive
"triple x is a double agent , and he 's one bad dude . when you 've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed .",Positive
"the movie 's captivating details are all in the performances , from foreman 's barking-mad taylor to thewlis 's smoothly sinister freddie and bettany/mcdowell 's hard-eyed gangster .",Positive
"when you think you 've figured out bielinsky 's great game , that 's when you 're in the most trouble : he 's the con , and you 're just the mark .",Positive
"if you are curious to see the darker side of what 's going on with young tv actors ( dawson leery did what ? ! ? ) , or see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie .",Negative
shyamalan should stop trying to please his mom .,Negative
"aside from being the funniest movie of the year , simone , andrew niccol 's brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it .",Positive
may seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman .,Positive
"by candidly detailing the politics involved in the creation of an extraordinary piece of music , [ jones ] calls our attention to the inherent conflict between commerce and creativity .",Positive
there 's a wickedly subversive bent to the best parts of birthday girl .,Positive
"it 's a visual delight and a decent popcorn adventure , as long as you do n't try to look too deep into the story",Positive
the emotional overload of female angst irreparably drags the film down .,Negative
there 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,Positive
"rock 's stand-up magic wanes . hopkins , squarely fills the screen . action - mechanical .",Negative
a `` black austin powers ? `` i prefer to think of it as `` pootie tang with a budget . `` sa da tay !,Positive
it gives devastating testimony to both people 's capacity for evil and their heroic capacity for good .,Positive
"oversexed , at times overwrought comedy/drama that offers little insight into the experience of being forty , female and single .",Negative
"while bollywood/hollywood will undoubtedly provide its keenest pleasures to those familiar with bombay musicals , it also has plenty for those ( like me ) who are n't .",Positive
surprisingly insightful,Positive
"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series .",Positive
"a taut , intelligent psychological drama .",Positive
there 's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action .,Positive
"in the long , dishonorable history of quickie teen-pop exploitation , like mike stands out for its only partly synthetic decency .",Positive
the invincible werner herzog is alive and well and living in la,Positive
"the powerful success of read my lips with such provocative material shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers .",Positive
"none of this has the suavity or classical familiarity of bond , but much of it is good for a laugh . the problem with `` xxx `` is that its own action is n't very effective .",Negative
`` the road paved with good intentions leads to the video store ``,Negative
"with lines that feel like long soliloquies -- even as they are being framed in conversation -- max is static , stilted .",Negative
a high-minded snoozer .,Negative
that the chuck norris `` grenade gag `` occurs about 7 times during windtalkers is a good indication of how serious-minded the film is .,Negative
"for 95 often hilarious minutes , [ cho ] riffs on the diciness of colonics , on straight versus gay personal ads , on how men would act if they had periods , and on the perils of a certain outrM-i sexual practice .",Positive
"antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .",Positive
by turns very dark and very funny .,Positive
"insomnia does not become one of those rare remakes to eclipse the original , but it does n't disgrace it , either .",Positive
"all 's well that ends well , and rest assured , the consciousness-raising lessons are cloaked in gross-out gags .",Negative
"visually engrossing , seldom hammy , honorably mexican and burns its kahlories with conviction .",Positive
"i ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents . . .",Negative
"be forewarned , if you 're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards .",Negative
"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness .",Positive
"chamber of secrets will find millions of eager fans . but if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .",Negative
"creeps you out in high style , even if nakata did it better .",Positive
"not a strike against yang 's similarly themed yi yi , but i found what time ? to be more engaging on an emotional level , funnier , and on the whole less detached .",Positive
. . . breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters .,Positive
a captivating and intimate study about dying and loving . . .,Positive
"the soul-searching deliberateness of the film , although leavened nicely with dry absurdist wit , eventually becomes too heavy for the plot .",Negative
"reyes ' directorial debut has good things to offer , but ultimately it 's undone by a sloppy script",Negative
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",Positive
the long-range appeal of `` minority report `` should transcend any awards it bags . this is one for the ages .,Positive
"prancing his way through the tailor-made part of a male hooker approaching the end of his vitality , jagger obviously relishes every self-mocking moment .",Positive
ahhhh . . . revenge is sweet !,Positive
the only fun part of the movie is playing the obvious game . you try to guess the order in which the kids in the house will be gored .,Negative
best described as i know what you did last winter .,Negative
a lame comedy .,Negative
"too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .",Negative
"never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .",Negative
feels less like a cousin to blade runner than like a bottom-feeder sequel in the escape from new york series .,Negative
strident and inelegant in its 'message-movie ' posturing .,Negative
horrid little propaganda film with fascinating connections not only to the serbs themselves but also to a network of american right-wing extremists .,Negative
the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll .,Negative
sex is one of those films that aims to confuse .,Positive
"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .",Positive
"mr . deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .",Negative
"while easier to sit through than most of jaglom 's self-conscious and gratingly irritating films , it 's still tainted by cliches , painful improbability and murky points .",Negative
may be spoofing an easy target -- those old '50 's giant creature features -- but . . . it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,Positive
"a markedly inactive film , city is conversational bordering on confessional .",Negative
"a few artsy flourishes aside , narc is as gritty as a movie gets these days .",Positive
"high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .",Negative
"the overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors .",Negative
that the real antwone fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .,Positive
"the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style . the difference is that i truly enjoyed most of mostly martha while i ne",Positive
it 's a lovely film with lovely performances by buy and accorsi .,Positive
"though howard demonstrates a great eye as a director , this southern gothic drama is sadly a tough sit , with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to choke a horse -- or at least slow him down to a canter .",Negative
"by the end of no such thing the audience , like beatrice , has a watchful affection for the monster .",Positive
it 's sweet . . . but just a little bit too precious at the start and a little too familiar at the end .,Negative
if sinise 's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .,Negative
"hey arnold ! is now stretched to barely feature length , with a little more attention paid to the animation . still , the updated dickensian sensibility of writer craig bartlett 's story is appealing .",Negative
"lazy , miserable and smug . this is one of the biggest disappointments of the year .",Negative
maybe thomas wolfe was right : you ca n't go home again .,Positive
worth a look as a curiosity .,Positive
"at the end , when the now computerized yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .",Positive
"for the most part , the film does hold up pretty well .",Positive
"with the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",Positive
"too leisurely paced and visually drab for its own good , it succeeds in being only sporadically amusing .",Negative
"eccentric enough to stave off doldrums , caruso 's self-conscious debut is also eminently forgettable .",Negative
"without [ de niro ] , city by the sea would slip under the waves . he drags it back , single-handed .",Positive
this directorial debut from music video show-off higuchinsky is all flash .,Negative
a lifetime movie about men .,Negative
